Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.2997859999998
FDW14,OUT017,1435.912134375
NCN55,OUT010,584.7577647727275
FDQ58,OUT017,2649.1102324324333
FDY38,OUT027,6280.89088
FDH56,OUT046,1922.1493817142846
FDL48,OUT018,713.8586545454549
FDC48,OUT027,2517.882088484848
FDN33,OUT045,1879.2570116129032
FDA36,OUT017,2752.9709346534655
FDT44,OUT017,1922.1493817142846
FDQ56,OUT045,1435.912134375
NCC54,OUT019,584.7577647727275
FDU11,OUT049,2142.7435709401707
DRL59,OUT013,713.8586545454549
FDM24,OUT049,2286.413267368423
FDI57,OUT045,3130.004904950495
DRC12,OUT018,2893.83982589928
NCM42,OUT027,3242.0620715328473
FDA46,OUT010,482.6995426229507
FDA31,OUT013,2778.5893175257734
NCJ31,OUT035,3737.2957751824806
FDG52,OUT046,798.2176035398231
NCL19,OUT019,281.4820818181817
FDS10,OUT035,3384.108064242422
FDX22,OUT010,584.7577647727275
NCF19,OUT035,798.2176035398231
NCE06,OUT046,2503.5013364485985
DRC27,OUT046,3643.519725984252
FDE21,OUT035,1922.1493817142846
NCR42,OUT019,92.67548155339806
FDX51,OUT018,2893.83982589928
NCR06,OUT018,507.0464036697247
FDU31,OUT027,5329.3147244444435
FDU59,OUT017,2503.5013364485985
FDR03,OUT027,5329.3147244444435
FDS49,OUT027,2517.882088484848
FDD48,OUT010,281.4820818181817
NCF18,OUT017,2939.3484761904765
NCD43,OUT027,2517.882088484848
NCD54,OUT018,1752.2524400000004
FDY19,OUT010,281.4820818181817
NCY54,OUT017,2778.5893175257734
NCL19,OUT018,2232.84702184874
FDP23,OUT010,584.7577647727275
FDC26,OUT013,1649.2997859999998
FDR14,OUT010,165.91858165137612
NCS41,OUT035,3384.108064242422
FDF41,OUT035,3737.2957751824806
FDU34,OUT046,1987.2510486486474
DRH11,OUT046,935.0323883040934
FDM03,OUT013,1461.8437959999997
FDS31,OUT017,3384.108064242422
FDJ20,OUT017,2142.7435709401707
FDV44,OUT027,5329.3147244444435
FDG02,OUT049,2752.9709346534655
FDA09,OUT013,3259.562084905661
FDT04,OUT013,507.0464036697247
FDL58,OUT019,584.7577647727275
FDE52,OUT045,1435.912134375
FDW12,OUT035,2286.413267368423
FDL51,OUT017,3643.519725984252
NCY42,OUT027,3242.0620715328473
FDR07,OUT017,1573.070625806451
FDN40,OUT045,2286.413267368423
FDB35,OUT027,2517.882088484848
FDA22,OUT017,2286.413267368423
NCL06,OUT046,4034.3003068965527
FDI35,OUT013,3384.108064242422
NCW42,OUT045,4340.218358415842
NCX06,OUT049,2778.5893175257734
FDC37,OUT027,2517.882088484848
FDZ14,OUT018,1752.2524400000004
DRG49,OUT049,3454.062559154929
NCG06,OUT045,4034.3003068965527
DRC36,OUT045,3259.562084905661
FDV21,OUT019,281.4820818181817
FDB53,OUT046,3053.099877777778
DRP47,OUT019,584.7577647727275
FDA14,OUT013,3053.099877777778
DRC24,OUT035,2644.477842708334
FDW21,OUT018,1372.6884907407407
NCH29,OUT046,1682.2122382352945
FDU58,OUT013,2893.83982589928
FDY27,OUT017,2552.0052351851864
FDV56,OUT035,1682.2122382352945
FDT59,OUT046,3945.432567213115
FDB23,OUT046,3945.432567213115
FDR49,OUT045,798.2176035398231
FDB03,OUT010,584.7577647727275
FDN39,OUT045,2453.7477006993026
FDX02,OUT027,5329.3147244444435
FDQ16,OUT027,2517.882088484848
FDU35,OUT018,1372.6884907407407
NCT29,OUT013,1987.2510486486474
FDZ27,OUT046,798.2176035398231
FDN57,OUT017,2309.2007980000003
FDA03,OUT018,2232.84702184874
FDZ36,OUT045,3384.108064242422
NCU05,OUT013,1284.7897668711648
FDT39,OUT018,2232.84702184874
FDK60,OUT017,1461.8437959999997
FDZ25,OUT017,3053.099877777778
FDG12,OUT046,2243.6695967213113
DRB01,OUT019,482.6995426229507
NCC43,OUT027,6280.89088
FDX13,OUT019,584.7577647727275
FDM22,OUT049,796.6402682539682
FDJ03,OUT027,1378.2631852760744
FDU14,OUT018,3327.9525829268287
FDB33,OUT010,346.89728372093026
FDP27,OUT046,3391.5912527272726
FDO38,OUT010,165.91858165137612
