Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1654.9591847290753
FDW14,OUT017,1364.5611495677645
NCN55,OUT010,573.7048934410848
FDQ58,OUT017,2474.172635759251
FDY38,OUT027,5847.091993655027
FDH56,OUT046,1938.766433531829
FDL48,OUT018,758.1632834206922
FDC48,OUT027,2172.3914591824637
FDN33,OUT045,1524.1292319750519
FDA36,OUT017,3106.106848905691
FDT44,OUT017,1928.8260210298158
FDQ56,OUT045,1363.9533334045593
NCC54,OUT019,573.4048265537708
FDU11,OUT049,2024.3139118529878
DRL59,OUT013,864.5406542273355
FDM24,OUT049,2452.290285265312
FDI57,OUT045,3053.071972171907
DRC12,OUT018,2955.470489418667
NCM42,OUT027,2918.881492470306
FDA46,OUT010,509.5051526029325
FDA31,OUT013,2855.1588208220496
NCJ31,OUT035,3856.2004188386677
FDG52,OUT046,785.2271068238872
NCL19,OUT019,286.344601955633
FDS10,OUT035,2986.817771630404
FDX22,OUT010,565.5204041981756
NCF19,OUT035,754.8269392176071
NCE06,OUT046,2550.8107213826715
DRC27,OUT046,3873.754157716757
FDE21,OUT035,1952.8080662022726
NCR42,OUT019,131.85007424066166
FDX51,OUT018,3005.4472124460985
NCR06,OUT018,616.4947706867391
FDU31,OUT027,5847.091993655027
FDU59,OUT017,2542.3758192504183
FDR03,OUT027,5841.916825526387
FDS49,OUT027,2064.934737981181
FDD48,OUT010,267.9055127716099
NCF18,OUT017,3009.538001181916
NCD43,OUT027,2863.7848919488933
NCD54,OUT018,2105.63604122201
FDY19,OUT010,268.0089698778083
NCY54,OUT017,2863.4978485529095
NCL19,OUT018,2428.004103021464
FDP23,OUT010,569.8406688676718
FDC26,OUT013,1740.9991516060334
FDR14,OUT010,132.00420672053014
NCS41,OUT035,3115.584438039705
FDF41,OUT035,3875.1461550357817
FDU34,OUT046,2055.8275077357907
DRH11,OUT046,981.7632601855049
FDM03,OUT013,1654.6448406502889
FDS31,OUT017,3060.289145930284
FDJ20,OUT017,2002.2124573308342
FDV44,OUT027,5156.372592442521
FDG02,OUT049,3114.9934810259747
FDA09,OUT013,3008.6828399820447
FDT04,OUT013,696.2822464791712
FDL58,OUT019,571.9516996622908
FDE52,OUT045,1379.3095402910192
FDW12,OUT035,2486.4540422417085
FDL51,OUT017,3665.779141410121
NCY42,OUT027,2998.7512024177977
FDR07,OUT017,1543.0365382142475
FDN40,OUT045,2469.742763020418
FDB35,OUT027,2682.527228849244
FDA22,OUT017,2529.7517850891363
NCL06,OUT046,4154.297643419525
FDI35,OUT013,3072.5806646880014
NCW42,OUT045,3750.171934305555
NCX06,OUT049,2991.523144869579
FDC37,OUT027,2894.7446745320585
FDZ14,OUT018,1948.9648672012577
DRG49,OUT049,3848.867283705323
NCG06,OUT045,4086.3454844892512
DRC36,OUT045,2866.4538418255966
FDV21,OUT019,280.99772471780153
FDB53,OUT046,2503.8162187998296
DRP47,OUT019,572.2064342021803
FDA14,OUT013,2458.4761636502444
DRC24,OUT035,2542.940509114525
FDW21,OUT018,1620.849897431488
NCH29,OUT046,1548.0657576332983
FDU58,OUT013,3104.641230932297
FDY27,OUT017,2868.699154115058
FDV56,OUT035,1669.085485922028
FDT59,OUT046,3829.374598247744
FDB23,OUT046,3763.154292302387
FDR49,OUT045,757.7779914188861
FDB03,OUT010,573.5673013361238
FDN39,OUT045,2612.24250734749
FDX02,OUT027,5847.091993655027
FDQ16,OUT027,2894.7446745320585
FDU35,OUT018,1558.8297438060247
NCT29,OUT013,2014.8515426866581
FDZ27,OUT046,785.0585512036665
FDN57,OUT017,2034.5884496885035
FDA03,OUT018,2423.318133278584
FDZ36,OUT045,3123.7477149936003
NCU05,OUT013,1402.2872715033006
FDT39,OUT018,2395.1968275033496
FDK60,OUT017,1543.6717431607983
FDZ25,OUT017,2770.0845291528444
FDG12,OUT046,2080.610336498035
DRB01,OUT019,503.8815350069835
NCC43,OUT027,5847.091993655027
FDX13,OUT019,570.356236256346
FDM22,OUT049,876.6369326353944
FDJ03,OUT027,1075.2209278054834
FDU14,OUT018,3786.2280275323255
FDB33,OUT010,384.82629744163984
FDP27,OUT046,3118.342158551775
FDO38,OUT010,161.01195921824626
FDE28,OUT027,5847.091993655027
FDO27,OUT035,1523.4703784559565
DRL23,OUT027,2889.570136300109
FDS28,OUT046,980.9900633027203
FDX24,OUT013,1462.2964035161767
FDZ02,OUT035,1544.684997123769
FDL46,OUT045,1911.3371471851776
FDS60,OUT027,4719.4461099600685
NCO06,OUT017,588.090100086707
FDO16,OUT035,1359.5619895059228
FDC60,OUT049,1365.730244557158
FDA48,OUT018,3446.8845370957615
FDZ36,OUT027,5150.601406711095
FDK27,OUT045,2038.7230527252439
FDW23,OUT018,603.6216022269192
FDM14,OUT018,1693.126208890303
FDM14,OUT013,1658.3943414740386
FDW60,OUT018,2834.508984330435
FDE21,OUT013,1965.8793826470207
NCM42,OUT035,1669.171107182698
FDY59,OUT010,228.75706635036812
DRI49,OUT049,1316.4294774293521
FDT28,OUT019,365.64029439515053
FDQ22,OUT018,605.9835546886503
FDR60,OUT049,1277.72287704264
FDC50,OUT019,236.1124959402366
FDV24,OUT013,2413.8138043307204
DRF48,OUT010,495.72400883266533
FDQ47,OUT046,630.0871719153712
DRN36,OUT049,1541.481491781297
NCY06,OUT035,2017.5670371287324
FDE52,OUT035,1378.5226672597082
NCB54,OUT045,2009.9185634333917
NCF31,OUT035,2501.9375790733275
FDJ08,OUT027,5162.892694249734
NCC07,OUT017,1657.034516547589
NCD19,OUT027,1256.9565201614184
FDL46,OUT049,1980.8020104729792
FDM20,OUT045,4018.317912077899
NCI06,OUT010,446.00926980639457
DRM11,OUT035,4226.420388132958
NCH07,OUT018,2497.9750724907967
FDS23,OUT013,2033.6782811598675
FDO49,OUT018,757.3802522753278
FDS35,OUT049,1061.9929384945528
DRK39,OUT045,1345.9751228971923
DRI39,OUT049,906.5631905723225
FDV04,OUT017,2528.702860448986
NCN14,OUT035,3046.403095129158
FDH08,OUT013,3723.9887944754378
FDS20,OUT046,3152.4550423870865
FDV40,OUT049,1145.81018773479
FDZ48,OUT010,260.2610466519481
FDS24,OUT027,2557.8167311541324
FDK44,OUT049,2852.459046444866
FDS48,OUT045,2525.121665724273
FDK26,OUT010,497.54558818673235
FDD23,OUT045,3105.618930201435
NCH54,OUT017,2590.749765604946
NCP14,OUT010,242.10319029795954
FDM60,OUT010,131.85007424066166
FDV24,OUT017,2451.434285948918
FDH08,OUT018,3512.4300421552352
FDS12,OUT027,2982.553257899689
FDR39,OUT027,4814.400138083805
FDP12,OUT027,990.6941728205015
DRF60,OUT027,5847.091993655027
FDC09,OUT035,1655.8804645341297
FDF50,OUT018,3022.4475136587716
FDG28,OUT035,4016.305737766311
NCE19,OUT017,870.5138315486192
NCM53,OUT010,251.8731428677849
NCN18,OUT049,1722.8431423602697
FDF32,OUT035,3130.7079435743863
FDF11,OUT013,3941.3148035919644
DRI59,OUT049,3805.8687643253757
NCG54,OUT035,2788.547790465818
FDM44,OUT046,1646.5742800282562
FDT57,OUT018,3615.2635837330877
FDV24,OUT046,2454.227862010905
FDI50,OUT019,571.5489075075985
FDS09,OUT035,769.955290237468
NCC31,OUT027,4104.353599499758
FDQ07,OUT019,573.6151777570367
FDC22,OUT017,3125.5917261694617
FDZ56,OUT046,2789.004932811819
FDZ40,OUT019,131.85007424066166
FDS46,OUT027,2933.2756917649986
DRD24,OUT045,2058.872425452151
FDV45,OUT017,3070.4965527819663
FDL26,OUT045,2528.417545480331
FDA56,OUT018,1991.8944116032872
FDN27,OUT046,1973.2377382494046
FDM20,OUT049,3964.4935525975447
FDO16,OUT017,1342.4147919723628
FDL03,OUT035,2996.8154420866103
FDE58,OUT046,1955.677488523481
FDI02,OUT027,2925.5610004102527
NCC55,OUT019,131.85007424066166
FDR03,OUT018,3258.8366337724347
FDB14,OUT017,1441.977528259234
FDR45,OUT013,3948.2686659109418
NCN07,OUT017,2044.894385787606
FDM51,OUT019,249.05319141879536
FDT52,OUT027,5847.091993655027
FDL26,OUT046,2508.7703563937876
NCZ42,OUT046,3918.1706918414525
DRI47,OUT019,368.85990328899857
FDW40,OUT013,2071.4184712638653
FDN34,OUT046,2776.1723805533666
FDS01,OUT035,2940.369771646509
NCG55,OUT045,1927.6438429983402
FDC11,OUT035,1359.2089991986888
FDX35,OUT018,3490.697255334914
NCB06,OUT046,2586.184167679436
FDR09,OUT019,571.9960829989144
FDC53,OUT017,1542.5929882598884
FDY45,OUT013,4096.170632272798
FDA22,OUT010,384.10089202643127
FDE02,OUT035,1523.015857522516
FDW21,OUT045,1636.2781160319128
FDV34,OUT046,1178.1413496559614
FDS59,OUT049,1664.8457572526736
NCW17,OUT017,2062.1868158192774
NCK54,OUT046,1969.1492857207877
FDG17,OUT019,571.5489075075985
FDG35,OUT017,2855.677012859879
FDD08,OUT010,131.85007424066166
NCO07,OUT017,3660.754768564493
FDJ10,OUT010,278.0321256859127
FDW36,OUT017,1654.697473044194
FDW21,OUT010,240.54259161380963
FDY19,OUT017,1929.6665095364435
DRE03,OUT013,813.3026534263563
NCC55,OUT049,646.7531361873832
FDH52,OUT010,135.32720851857914
FDO09,OUT017,4086.021053996636
FDU43,OUT045,3972.4938790845654
FDX09,OUT010,416.9779836254093
FDH40,OUT019,195.95853018000332
FDW58,OUT017,1654.7422792900013
FDC47,OUT017,3747.7024041630402
NCR41,OUT035,1494.909843441287
DRG49,OUT035,3904.286415588604
FDC52,OUT027,4071.499200389115
FDY13,OUT046,1184.6092436619465
FDY35,OUT013,714.4104897740303
FDI35,OUT017,3112.8848784543843
NCU18,OUT049,2089.6051540164253
FDY33,OUT018,2495.7140056957633
FDC15,OUT027,4212.5643863625555
FDU01,OUT049,3048.689074781172
NCU42,OUT046,2789.256158625481
NCV29,OUT018,2836.0451327536643
NCY30,OUT017,3029.7029296163314
FDQ46,OUT049,1740.6488448564844
FDG58,OUT027,4104.353599499758
FDK33,OUT017,3644.0328964814016
NCD07,OUT045,1904.4029081719723
NCX29,OUT027,4026.009921877085
NCT42,OUT013,2423.1082082500616
DRN59,OUT035,752.088802917361
FDI44,OUT035,1283.6070093667781
FDA45,OUT049,2820.510101344816
FDP31,OUT045,1059.2661146884086
FDY01,OUT046,1945.1452881537066
FDT09,OUT018,2025.819828184914
DRH03,OUT027,2829.2573926621467
FDA36,OUT018,3026.038647685523
NCF31,OUT017,2475.119511439243
FDG14,OUT049,2468.2200357511642
FDG28,OUT027,5847.091993655027
FDU14,OUT049,4080.3964695869086
FDY47,OUT019,285.6891110218434
FDI56,OUT049,1376.2774056769597
DRD01,OUT013,1025.3021496148733
FDM22,OUT046,976.9494433508269
FDH33,OUT013,708.1147459257871
DRZ24,OUT013,1936.2002447590087
NCQ38,OUT046,1657.7011588165083
FDO16,OUT027,2372.023171476603
FDU07,OUT027,4056.6971932224674
NCB07,OUT013,2992.470129486026
FDU48,OUT045,2023.0871476249708
NCM43,OUT045,2657.131475003367
FDR31,OUT010,366.7747578986908
DRK49,OUT018,610.9659118977092
NCI30,OUT010,573.4945422378189
DRD60,OUT017,3056.384989796238
NCG19,OUT046,3779.656494355296
FDH12,OUT035,1655.2660750669163
FDM32,OUT035,1433.4564560934439
FDM27,OUT035,2549.9092536419325
NCU53,OUT027,4260.35536338299
NCQ18,OUT046,1573.018772170608
FDS10,OUT013,2908.512384354241
FDB33,OUT027,4212.5643863625555
FDI12,OUT013,1420.6772129293465
NCW42,OUT013,3652.3572586584673
NCC06,OUT018,2008.0995150058752
FDW02,OUT017,2021.2314103230462
NCD43,OUT017,1656.45086632817
FDM57,OUT018,1348.035895935882
FDA58,OUT017,3879.491304435638
FDK56,OUT046,3129.2426217567463
FDP52,OUT045,3858.6009232970323
FDW20,OUT018,2006.4068753931394
FDS52,OUT049,1611.4560436106674
NCT29,OUT018,1942.7126508388612
NCL54,OUT013,2852.134034450996
FDC05,OUT045,3077.703797773581
FDF34,OUT035,3075.880719313774
FDP03,OUT027,2979.270968442758
FDD32,OUT010,189.51426881801936
